reg_no,reg_date,attendanceRate,studyHours
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,03/02/2020,77,6.1
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,13/02/2021,72,15.2
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,17/09/2021,96,10.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,25/09/2021,77.36,15.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,27/09/2021,79,20
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,05/02/2020,80,11
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,21/02/2021,96,12.5
917ec67cfd95a5844601d1549806bbe8dc5dedf66647887e8f73ea6f5074bb33,15/02/2020,89,21.9
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,22/09/2021,76,18.4
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,05/02/2021,71,7.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,25/09/2020,89,12.2
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,14/09/2020,98,15.6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,27/02/2020,70,11.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,17/02/2020,77.9,9.9
be3944d0b69f913076992806d4c003ba1c31e7463bfee2a12e660cd2ff9dfc52,10/09/2020,86,22
94b39f61f8d96add2f5aa43dbaaf4e32c04265c851e5199d409be30e7df30ae5,06/09/2020,73,19.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/02/2021,80,20.2
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,12/09/2020,75,15.3
27747826ab721fc3a577b25fa03cd534cf0f67985a87af3b4d1bfee63b45b036,28/02/2021,94,15.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,09/02/2020,74.27,8.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,21/09/2020,77.41,12.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,05/02/2021,86,20.3
b00fc8c171ff66562b780e011908ec3844bfd4cc3adb553948cc0f859e0f37fa,20/02/2021,70,17.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,17/02/2020,79.53,14.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,19/09/2020,72,20.7
a510c3a5851ca911412c7a3050c2d507b6196a83771ccc08744798e706619313,06/09/2020,98,18.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,27/02/2021,84,15.1
5db4ce9f5bcf7c3a53e09cee5aff07c2b872688f9ee8cddbd6a323a3d25a8ec1,27/02/2020,97,17.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,03/02/2020,77.29,15.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,21/02/2020,98,8.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,21/02/2021,90,23.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,25/09/2020,76.11,14.4
fb53bf910720fe90df30103498e55383924800ff2ba0eada9c2d4b56d7cd4a22,20/09/2021,94,17
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,16/02/2020,98,12.9
06df44ad21cf1b493cc0d2e004878ee3089c91d8f8804e508e96fabaa96d1217,21/02/2021,97,23.9
1e93537cf291cb0fa0f4217dab05d035ddfd4e33d44acd2289dd016a9d1af45d,16/02/2021,85,20
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,26/09/2020,79.17,14.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,10/09/2021,87,16.8
24ef446ca6bf13e5f310f86f8dcea82a8ed75943c22b98768fd5e78906d8ccd8,03/09/2021,70,23.5
cf482d4785c890ec1edb6b1f5e110181b4301acdc21d1c97d01956a145211384,06/02/2020,86,24.4
d998cdf69c4c274d950eb6ffcb2db38a62ae36a3daf9fc5b390074ac2afd31a5,14/09/2021,77,16.4
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,15/09/2021,74.32,13.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,11/09/2020,78.81,20
29b1a6501907868cfc45809830bd03fa5cade4a11b17d62512466d226f4cc0df,11/09/2020,87,20.6
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,24/02/2021,77.36,15.3
ef1a758e68fda119bc0a400ae183e770e251bf4fd15233d2246b1b8e9dd9c3cc,13/02/2021,72,24.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,25/09/2020,98,19.9
7eb18e6f803f740a14e5260c1a167362a58f5c84647f29a306743317425c9cb4,17/02/2021,77,18.1
65af67de23913bea0f2f23c2a08f504ffea674a5e4a739c0513b0622ad751b92,11/02/2020,93,20.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,15/09/2020,77,24.3
afa1bc30699893c453ddae049df8d58f35b351a1b60638ce768315847cb918ef,09/02/2020,87,22.7
af6e98854e63ec94f0ebd87303917771228a530f9c4ff7b5695db37aed399a3e,08/09/2021,92,24.6
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,04/09/2020,97,17.3
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,10/02/2020,95,19.5
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,28/09/2021,74,12.7
2e24316b8948d75acabba06c8ad704812790466702ac2bc48951602d92e0377e,08/09/2021,96,18.8
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,27/09/2020,74,18.9
a1459c14d6db5e746888060af4a2e4699c5b20e926cfb1685128a0beaf35368a,19/02/2021,70,23.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,07/02/2021,70,8.9
6264107dc523c17e6db6002cdbdabaf3f8dc422a97e840073ebac92b8096f933,16/09/2020,84,16.5
27b66cac634afbe8e7f9dd2147a7804acf3edcc7e9ba99f77255afac8250186e,16/09/2021,81,20.5
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,16/02/2021,74,14.5
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,03/02/2020,74,14.5
88dc072e1ad47996685b9e1183ec36acd708e83ac120c886fc175437564c8197,17/09/2021,72,20.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,08/09/2021,84,17
d5d49ecfb9e5b8f9a7954e4fbd494ecd2cc2413a074ef6e97e37a5f4af00def0,19/09/2020,87,19
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,02/02/2021,78.81,20
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,10/02/2020,79,10.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,20/09/2021,78.78,14
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,10/09/2021,74.32,13.9
ebbdedf0681bcdbb44681ab1d74f9a2c7512dce7fd34b4439dc2e5d237903ea1,28/02/2020,98,21.3
5c86733f739362cfa39d96db09ff8658fe9a0893296a7b9769d2e68a83de64da,14/02/2020,84,19.4
3820e225711eb39fef1ab185649b59cc31ae2885a1e476f8d19188586f3cfd2c,09/09/2020,97,15.9
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,25/02/2021,89,12.2
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,12/09/2021,79.74,9.3
a9923d8e36b4128a0e0edd7a42a5fe0b23d395529318a067617d7d03904f04b0,13/02/2020,87,16.1
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,19/02/2020,77.9,9.9
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,12/09/2020,74,18.9
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,03/02/2021,74,14.5
9c03689f23e73091ced50b3d151e668938ad1e2525fb0a466118a0ff8891f308,17/09/2021,79,15.9
ecda8a889e45c8d6c60cb1ee6f8808d4082b20515a81b2ecf32c985f7f72d4c0,25/09/2021,86,14.7
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,27/02/2021,84,15.1
d0cd6574c35b3dedfa9eb8e000d47f53d8c88ac67db6ea6cd841da53489b8706,05/02/2020,85,20.6
01e565d14aa5d8e7d128b126abcc8822de4777c7f3bd180796ade479f31641a6,13/02/2020,97,24.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,26/02/2021,78,23
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,18/02/2021,84,15.1
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,25/02/2021,74.27,8.3
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,07/09/2020,77.9,9.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,17/09/2021,72,15.2
c8c1c32d00dac72437dbcca141963c8127c2c16e66e388d38ad52281b8b4ef8d,02/02/2020,98,16.1
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,05/02/2020,91,9.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,26/02/2021,87,23.4
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,17/09/2021,75,15.3
4b459f4b903a25122d82db6a14effb0a4b47fa9bb3df00e6b758ea92c08494f8,05/09/2021,84,20.4
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,11/09/2020,75.58,11.8
17460c12cd1d5c56e1704fc5485c306712cd8ec47366be4c09c746e9333f4405,06/02/2021,92,24.7
304f2f2bd4cb1fa50b9ccb8bc4827c5a216fe709449009b9efa015b57fccd0b4,20/09/2021,92,20.1
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,19/02/2021,75.55,19.6
b26ea5fbf67172cfe52b41735c49b822d234174b86d70b0eb53367d9667cebd7,17/02/2021,91,18
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,23/09/2021,75.69,10.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,16/02/2021,90,8.9
2a173f32cc1a3ffe84227a1d6e9d82c221118c8e2e3168844df6bef328943c5d,12/02/2020,90,24.5
57bc54b3920964f79ba090bd2cc9c7cc1e0ffaa717054b8a262c56e81294bc6d,22/02/2021,85,19.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,14/02/2020,92,10.2
2e63c8f9a4a00fdcf5c2840d67c829ff90253905efc9f53447fbde87af3a17a9,26/02/2021,86,22.2
3d0109b7ceb996ee10d6e16b5018ffc900e28e6bcee20c72355c6c719854046e,20/02/2020,98,24.2
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,09/09/2021,90,11.6
9fe89004d3fc97a63f1e257e702970374d3aa9380b264087d54e99e03ebc35b4,24/09/2020,79,21.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,19/02/2020,75.29,19.3
601a8bb8f5e760ba4b034031c692fd16faa9ac8e2bbe7dd126fea35d2c64f996,06/09/2021,75,22.6
c3ba16467dbc02da3e253dd1a57b2112c36bc2e503fefab3418dcb8c9f9a6617,05/09/2021,93,23
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,02/09/2020,96,21.4
8d535b86c29aab9ab65260c1ce3a4ceeb8fdcc3fb29d0f5f07480a84c8272c34,07/02/2020,77,16.5
803646fb20e2a9808f782cedd7ef4b12a502ef311207ebabd520603bf60b659c,15/02/2020,88,21.8
b3ea29ded8981d002d974850ec738b6f2009ef15f43994a9e9393e6f07e24d6f,14/02/2021,90,19.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,14/09/2020,75,12.5
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,14/09/2020,74,15.8
39a27f11f78d6a44149695b8a801c1c95a357624c83ff8f50f54be4baa19ccec,28/09/2021,81,21.8
7e59c17f52ed5da2c86eb62f98bef1b329e571189ddf9e3114ccba99f05b2916,23/02/2020,78,20.6
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,17/09/2020,78.05,16.8
84ec4d0b61a160e31dc0016b4341cc91cf5119f4af0a17cb294b1991fa07c5bf,18/09/2020,72,16.2
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,22/02/2021,72,9.1
45a1b325953e5966a671a92162dbf31d97646c1cf7c3538be1e9eb600a0a7fe6,17/09/2021,78.34,15.3
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,11/09/2021,73.14,17.4
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,15/09/2020,77,6.1
216e05083599182b5d257d3743cc71ae4701d4723508d209b862072556473685,18/02/2021,72,16.1
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,22/02/2021,86,9.4
a058389ac92fc9691c82e7a273107192225113fbd96c0558a6dd561c2072ece4,20/02/2021,94,15.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,07/09/2021,76,15.2
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,09/09/2020,74.32,13.9
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,08/02/2021,92,18.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,25/02/2021,86,24.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/02/2021,75,19.4
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,23/09/2020,96,12.5
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,11/09/2021,70,11
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,12/09/2021,87,13.7
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,10/02/2021,77.95,13.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,19/02/2020,84,17
b4eeb68c57473b125f35ef2c43fed55ff7b6cd55be02ea964218e9add92ea3e2,13/09/2021,81,23.6
565b2c305a6a0e61d893b6576c0df1f381057e8c38a24d92b958b7bfa041d4c7,25/02/2021,70,17.6
8221104467da056b32486e2ede36013ae5fd960def0b8a1461236fac671b74bd,10/09/2020,77,24.2
a6d0d59bc7a59fa26589f40de3c6d1b7e5dad820cc3f333808f65f7e4becbe0a,10/02/2020,82,21.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,12/02/2020,76,18.4
8f9c51094cb6fa62d53bc06d54e7800a2113e51c614bc4e02a20338b02421673,21/09/2021,73,24.6
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,24/02/2021,71.7,6
cc3bcf218d1f7ae2bce15027102dc2ce1be2bc356613d0753246caf0a3997dbb,07/09/2021,89,21.3
16a62270d3b5cd0a1d11c9f1bbec68620e1c6887eac945f2f26dfc67b6c88d7a,27/09/2020,83,21.6
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,18/02/2021,98,10
50be9b832cf6398e40faa57e5d03c36515122acf9b3a92e12a0333ea75c6bdc2,05/02/2021,72,23.1
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,20/02/2020,78.99,11
50a5297ba507be7b3874d50e0d104efd45278eb78abac5e4b2254d621bc33756,08/09/2020,77,20
3f6abf38f26e10c6f3b23ee3fc20981d9d34f110c68792ebb5e361651352f620,22/02/2020,79,23.8
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,21/09/2020,78.2,15.5
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,02/09/2020,90,11.6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,14/02/2020,77.75,13.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,23/02/2021,98,12.9
01d36cf5cf8806a25f21decc12212dd33c303d1b307bf2d92711d0c4f8200d00,04/09/2021,84,22.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,01/09/2020,75.5,15.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,14/09/2020,76,18.5
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,16/09/2021,98,13.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,25/09/2020,77,20.6
089b6874270310643e0233ba249bfef6259f644d6abf4340aadb738d3131bf61,11/02/2021,71,21.2
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,21/02/2021,91,9.1
f3af30c57f97d682a52d8d4794064ad67e764a0861bc27a1c1b0f9de18ab0f63,25/02/2020,79,23.2
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,21/02/2020,79.17,14.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,18/09/2020,85,16.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,06/02/2020,79.17,14.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,27/09/2021,98,13.3
157c42239c65f339fea54f6e6c5058e4a50c21ee16669ec66ce18b04e7883b5b,02/09/2020,90,21.7
bdfb8be29171d3f53acd4a3b6652e8491b4773040ef4fa9145e2211d3f132beb,26/09/2021,81,18.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,06/09/2021,98,8
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,02/02/2021,85,14.2
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,10/02/2020,89,19.7
9e9b24fc0623d29c089b6f0394dfafe4acb59f9b5e63290f2af2b2877100e22f,11/02/2020,75,21.6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,15/02/2021,73,8.9
4ac028646dd14a37f5624b11cef6b61a2be7c27456496d38783d1d231e5aa1c7,05/09/2021,87,20.9
7667748b778ba168b3e74cd6286eb81106049dc331d347a5e660670ce480326c,09/09/2021,86,18.1
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,26/09/2020,70,11.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,11/02/2020,75.58,11.8
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,24/09/2020,87,7.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,21/09/2021,84,20.9
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,23/02/2021,78.48,10.7
d1f64256f3f4b5b208c860620aa1599abb8a761062bfd653da25a6af807b45a7,01/09/2020,91,19.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,26/02/2021,96,24.5
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,19/02/2021,86,9.4
bf824364b2095f8f145295fce351397250a072aa9a71fc379f764bfcac0d3e3b,06/09/2020,83,24.5
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,27/09/2021,84,24.3
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,17/09/2021,86,19.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,03/02/2021,77.29,15.8
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,22/09/2021,75,15.3
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,06/02/2020,79.17,14.3
25fceaa82b4a3f448f997078e7911de8168d3e5afafb7f37ffed9f5639cb1107,16/09/2020,94,10.2
f31134074907348347a46ca219d4ec82c5cdf9b7e2ac7feab8e1d13cba801008,08/02/2021,78.34,15.3
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,09/02/2020,78.05,16.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,08/09/2021,77.29,15.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,25/09/2021,72,9.1
b6bc5f8c1c0e3e03b327241c5f5ead51c9c291ccf0ae9fa48233290db75825f7,11/02/2021,96,21.5
6787d51fa6fb54a89067a645abb14bc11748a7513c56385cd31bbc387819ad4a,19/02/2021,71,22.5
925cdb2d8c71794ca9b62d42ba970250bf4c6b6c07734a3eb2008359c9179156,09/02/2020,91,19
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,23/02/2021,91,15.4
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,02/09/2020,75,15.3
68478f0e939b7e55428706efc49fd1a43c558366b7ec2f9ebb4afd0fe634c0ba,15/02/2020,95,20.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,06/02/2021,78,16
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,22/09/2021,92,22.5
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/02/2021,83,20.7
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,21/02/2020,98,10
1747a01e09dc19935270e4e5f0c69d6ede501892c8142f31b50c194d9b7cce2a,12/02/2021,84,22.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,08/09/2020,70,11.8
1ed61f2d0eb475cce47345b43e66e2e5792e976d62d85a5630adabd552b556c2,16/09/2020,85,18.6
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,15/09/2020,94,17.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,14/02/2021,92,10.2
a6bb34e5241ad1ca15bb449cc0f0a01cf631fdc56258ec3530f3d01cae4ee4c0,25/09/2021,98,15.6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,25/09/2020,75.55,15.4
6192f5aa6f4d1c065e076bcaab44c6baf18f1383d967fe0b26807f4ce9440c1d,22/09/2020,75,24.7
93354dc9d7906fed29ba62c53b96249c8fbf8613487a554a5c7b2ca2daffdb57,17/02/2020,80,19.7
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,17/09/2021,80,10.8
335c12c63a473bb7fb95cf28eda0143ab54d91f523efe4d119cf0e00e3df0d26,03/02/2021,78.34,15.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,02/02/2020,77.95,13.3
990123e5482a7bf003539a4e9e8748edc7d632d6de2ce546fcdbff92dae08a6d,19/09/2020,86,19.9
134e0e28a8fe35ec0f588132f93c5f165563af0ca7cec38f40a050bd34170a92,06/09/2020,87,21.9
03060702772a643cb6391f7ee0070e62d0c26ef887c7bf79d9d7743ca43c7cc4,28/02/2021,94,22.9
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,04/09/2021,71.3,19.3
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,23/09/2020,71.3,19.3
104b10654c076e5cbf04c4ab7261b4472f898d43be3ea2b63dde572123b8983f,03/09/2021,92,17.4
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,26/09/2021,86,9.4
2d34fa852a64a6cf803434ca4c651343fca2746fbe442884299b9ec6152eeacf,15/02/2020,87,21.3
b506cb92dc1c4e90d20fdfe22ed6592c78db449c9abe614c658a8366f5a9390a,17/09/2020,86,22.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,15/09/2021,70,11
7efd0669d60f4cb32b6bf67d959b447ce6aa88d5f0e132c33b30a6fa50ee62df,18/02/2020,73,20.7
5e25049ad0e15cef79de5cb06a9840120e0db4bee817c1f0b8d98ef827999400,22/09/2021,79,20.5
53a14f7cdc4c978547f0b13cdd34a860bcf052d3e86c58a5419f9994c0337ebc,24/02/2021,84,16.4
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,13/02/2020,84,7.2
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,27/02/2021,77.36,15.3
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,24/02/2020,98,15.3
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,19/09/2020,71.3,19.3
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,02/02/2020,78.81,20
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,12/09/2021,84,15.4
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,18/02/2020,70.59,14.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,03/02/2020,88,17.2
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,02/09/2021,76,23.3
46b3f10295a611f36e2bc2cd3b355d503ee2a476c7768c3b05e92cf10e1d7659,14/02/2021,88,18.4
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,25/09/2020,71,11.3
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,25/09/2020,98,10
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,12/09/2021,86,21.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,15/09/2021,93,17.8
d0dc361a24d0b0a7496ef95a34dcfd52bf0020a960630beb15652dea31cb4517,13/09/2021,97,24.6
4e8ed0db45e0e21f4f4c583ecb7bb46402cce190e196c2fa55892b59cee4147b,22/02/2020,85,22.4
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,21/09/2020,79,20
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,04/02/2021,73,15.1
3dfb56545bf5adc0ae8784c08ef5f0633baabfdb27fdb8356412b038fd9439bb,18/09/2020,75,23.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,17/09/2021,77,12.2
